run_id,detector,knn_k,raw_matches,raw_match_time_ms,ratio,kept_matches,filter_time_ms,dist_mean,dist_std
run_20250926_092155,akaze,2,6524,21798.610,0.80,1210,0.080,330.166531,87.432565
