run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_085331,orb,pano,5000,39.879,20.105,53.860,0.000
run_20250926_085331,orb,new,5000,21.314,22.207,53.860,0.000
