run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_074251,sift,pano,3692,3344.868,1642.881,14.769,0.026
run_20250926_074251,sift,new,3806,2316.031,1645.418,15.376,0.027
