run_id,detector,thresh_px,iters,inliers,inlier_ratio,ransac_time_ms,avg_reproj_error_px,h00,h01,h02,h10,h11,h12,h20,h21,h22
run_20250926_151527,orb,4.000,2000,637,0.850467,1904.244,1.467959,0.814572,0.007669,420.335903,-0.074216,0.894377,20.975258,-0.000128,0.000009,1.000000
