run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_151527,orb,pano,5000,36.188,16.550,53.860,0.000
run_20250926_151527,orb,new,5000,19.724,12.895,53.860,0.000
