run_id,detector,knn_k,raw_matches,raw_match_time_ms,ratio,kept_matches,filter_time_ms,dist_mean,dist_std
run_20250926_151456,akaze,2,2636,3476.245,0.80,696,0.038,355.591311,82.815397
