run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_081905,sift,pano,3692,2502.597,1388.556,14.769,0.026
run_20250926_081905,sift,new,3806,2348.426,1744.421,15.376,0.027
