run_id,detector,thresh_px,iters,inliers,inlier_ratio,ransac_time_ms,avg_reproj_error_px,h00,h01,h02,h10,h11,h12,h20,h21,h22
run_20250926_063124,sift,3.000,1000,142,0.166667,1058.863,1.502822,1.261128,-0.010068,-999.332453,0.185838,1.168638,-346.674746,0.000097,-0.000005,1.000000
