run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_063124,sift,pano,3692,3088.316,1768.412,14.769,0.026
run_20250926_063124,sift,new,3806,2429.634,1564.046,15.376,0.027
