run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_075541,akaze,pano,6524,1654.820,1452.181,14.437,0.003
run_20250926_075541,akaze,new,6511,1644.768,1432.762,13.922,0.003
