run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_083404,sift,pano,3692,2116.266,1385.461,14.769,0.026
run_20250926_083404,sift,new,3806,2012.307,1408.184,15.376,0.027
