run_id,detector,knn_k,raw_matches,raw_match_time_ms,ratio,kept_matches,filter_time_ms,dist_mean,dist_std
run_20250926_093709,sift,2,4386,11611.899,0.80,1048,0.064,120.939485,46.865200
