run_id,detector,thresh_px,iters,inliers,inlier_ratio,ransac_time_ms,avg_reproj_error_px,h00,h01,h02,h10,h11,h12,h20,h21,h22
run_20250926_093709,sift,5.000,2000,671,0.640267,2536.047,1.768633,0.784622,0.027593,402.505360,-0.077014,0.861377,33.948859,-0.000128,-0.000015,1.000000
