run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_140607,sift,pano,1695,425.320,133.403,7.182,0.051
run_20250926_140607,sift,new,1899,159.554,116.238,6.604,0.041
