run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_075642,sift,pano,77788,2712.655,1930.508,3.310,0.022
run_20250926_075642,sift,new,52992,2177.753,2058.912,4.001,0.024
