run_id,detector,thresh_px,blending,warp_time_ms,blend_time_ms,seam_error_mean,seam_error_max,out_w,out_h
run_20250926_155358,sift,4.000,feather,3072.452,118.025,44.020480,251.000000,1785,2250
run_20250926_155358,sift,4.000,feather,12779.567,677.267,55.807667,254.000000,4237,4218
