run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_093650,sift,pano,4386,187.369,112.826,4.640,0.027
run_20250926_093650,sift,new,6352,137.048,141.762,3.976,0.027
