run_id,detector,knn_k,raw_matches,raw_match_time_ms,ratio,kept_matches,filter_time_ms,dist_mean,dist_std
run_20250926_085339,akaze,2,2561,3825.898,0.80,376,0.035,335.464654,82.552740
