run_id,detector,thresh_px,iters,inliers,inlier_ratio,ransac_time_ms,avg_reproj_error_px,h00,h01,h02,h10,h11,h12,h20,h21,h22
run_20250926_085145,orb,4.000,2000,241,0.264835,2349.445,1.948715,1.324763,-0.025940,-1050.572935,0.212143,1.203661,-403.873651,0.000109,-0.000001,1.000000
