run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_151255,orb,pano,5000,77.641,81.513,53.860,0.000
run_20250926_151255,orb,new,5000,61.543,69.126,53.860,0.000
