run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_092121,orb,pano,5000,65.663,77.489,53.860,0.000
run_20250926_092121,orb,new,5000,61.010,62.900,53.860,0.000
