run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_082118,sift,pano,4386,203.376,93.029,4.640,0.027
run_20250926_082118,sift,new,6352,142.276,127.463,3.976,0.027
