run_id,detector,thresh_px,iters,inliers,inlier_ratio,ransac_time_ms,avg_reproj_error_px,h00,h01,h02,h10,h11,h12,h20,h21,h22
run_20250926_082118,sift,4.000,2000,634,0.604962,2830.332,1.087970,0.789678,0.040715,393.198265,-0.086802,0.878957,27.868027,-0.000137,-0.000003,1.000000
