run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_082136,orb,pano,5000,16.605,12.100,53.860,0.000
run_20250926_082136,orb,new,5000,15.449,10.705,53.860,0.000
