run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_042158,sift,pano,3692,3202.392,1695.539,14.769,0.026
run_20250926_042158,sift,new,3806,2171.151,1590.753,15.376,0.027
