run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_092320,akaze,pano,2561,155.290,126.941,8.149,0.003
run_20250926_092320,akaze,new,2907,162.547,149.165,7.708,0.003
