run_id,detector,thresh_px,iters,inliers,inlier_ratio,ransac_time_ms,avg_reproj_error_px,h00,h01,h02,h10,h11,h12,h20,h21,h22
run_20250926_093613,sift,1.000,2000,454,0.433206,2505.678,0.416188,0.813569,0.052276,383.993521,-0.078875,0.903529,14.434502,-0.000129,0.000009,1.000000
