run_id,detector,thresh_px,iters,inliers,inlier_ratio,ransac_time_ms,avg_reproj_error_px,h00,h01,h02,h10,h11,h12,h20,h21,h22
run_20250926_151442,orb,4.000,2000,1211,0.897702,4520.196,1.290718,0.663624,-0.023220,463.398605,-0.150099,0.859710,-26.869541,-0.000217,0.000030,0.850727
