run_id,detector,knn_k,raw_matches,raw_match_time_ms,ratio,kept_matches,filter_time_ms,dist_mean,dist_std
run_20250926_151442,orb,2,5000,3285.637,0.80,1349,0.074,32.256486,9.632739
