run_id,detector,thresh_px,iters,inliers,inlier_ratio,ransac_time_ms,avg_reproj_error_px,h00,h01,h02,h10,h11,h12,h20,h21,h22
run_20250926_075423,sift,4.000,2000,173,0.203052,2255.339,2.028794,1.326800,0.011942,-1169.214730,0.225427,1.183881,-396.212695,0.000114,-0.000008,1.000000
