run_id,detector,thresh_px,iters,inliers,inlier_ratio,ransac_time_ms,avg_reproj_error_px,h00,h01,h02,h10,h11,h12,h20,h21,h22
run_20250926_155557,sift,4.000,2000,455,0.784483,1519.743,1.047370,0.661079,-0.020306,461.127496,-0.152306,0.859013,-26.493477,-0.000220,0.000032,0.848905
run_20250926_155557,sift,4.000,2000,157,0.437326,1071.667,0.781375,0.224015,-0.013185,514.953232,-0.249632,0.556691,40.585584,-0.000261,0.000047,0.435678
