run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_093727,sift,pano,4386,181.215,99.593,4.640,0.027
run_20250926_093727,sift,new,6352,162.512,115.596,3.976,0.027
