run_id,detector,thresh_px,iters,inliers,inlier_ratio,ransac_time_ms,avg_reproj_error_px,h00,h01,h02,h10,h11,h12,h20,h21,h22
run_20250926_093727,sift,10.000,2000,938,0.895038,2555.253,4.075740,0.796275,0.022337,413.280590,-0.082910,0.884428,24.252984,-0.000134,-0.000001,1.000000
