run_id,detector,thresh_px,blending,warp_time_ms,blend_time_ms,seam_error_mean,seam_error_max,out_w,out_h
run_20250926_151331,akaze,4.000,feather,17449.670,818.984,50.381470,255.000000,4263,5043
