run_id,detector,thresh_px,iters,inliers,inlier_ratio,ransac_time_ms,avg_reproj_error_px,h00,h01,h02,h10,h11,h12,h20,h21,h22
run_20250926_082019,akaze,4.000,2000,308,0.254545,3125.731,1.947478,1.348884,0.001572,-1166.288423,0.238177,1.201382,-432.058247,0.000119,-0.000006,1.000000
