run_id,detector,image_role,num_keypoints,detect_time_ms,describe_time_ms,avg_keypoint_scale,avg_response
run_20250926_082019,akaze,pano,6524,1553.432,1451.182,14.437,0.003
run_20250926_082019,akaze,new,6511,1763.561,1340.800,13.922,0.003
